name,competitor_type,sub_category,lat,lon,visible
Ellisbridge School,schools,Secondary & High School,23.00819,72.55851,True
Insight Academy,schools,General Educational School,23.00793,72.56039,True
Future Path,schools,General Educational School,23.00796,72.56043,True
Aagam Institute,schools,General Educational School,23.00788,72.56038,True
BAIL - British Academy Of International Languages,schools,International School,23.00787,72.56004,True
New Trinity English School,schools,Secondary & High School,23.00813,72.55634,True
P. Panchal Sir Physics Tuition,schools,Coaching & Entrance Institute,23.00824,72.55955,True
Manappuram Finance,schools,General Educational School,23.00822,72.55946,True
Cuemath,schools,General Educational School,23.00843,72.55981,True
Nirav Dance Academy,schools,General Educational School,23.00848,72.56006,True
Brainobrain Paldi - Skill Development Program with Abacus and NLP,schools,General Educational School,23.0084,72.55277,True
V R Shah School,schools,Secondary & High School,23.00797,72.55188,True
The Being Hipster Music Production Studio and Classes,schools,Coaching & Entrance Institute,23.00818,72.54149,True
Firstcry Intellitots,schools,General Educational School,23.00876,72.54683,True
Dhyey Institute of Mathematics,schools,General Educational School,23.00898,72.54827,True
Mentors Paramedical College,schools,College & University,23.00909,72.54946,True
Vibrant Academy,schools,General Educational School,23.00916,72.54797,True
Ketul_academy_of_dance,schools,General Educational School,23.00923,72.54329,True
Aarambh Garba Classes,schools,Coaching & Entrance Institute,23.0086,72.52876,True
Keshav Career Counselling,schools,Coaching & Entrance Institute,23.00858,72.52869,True
Don Bosco English School,schools,Secondary & High School,23.00786,72.52829,True
Zydus School for Excellence,schools,Secondary & High School,23.00807,72.52904,True
Brahmakumaris Rajyoga Maditation Centre,schools,General Educational School,23.00791,72.52223,True
Chankya Institute of Education,schools,General Educational School,23.00785,72.52041,True
Swadeep Shikshan Vikas Sanstha,schools,Secondary & High School,23.00847,72.51688,True
iTechputer IT Solution,schools,General Educational School,23.00811,72.50895,True
Schoolslens Solutions Pvt. Ltd.,schools,Secondary & High School,23.00812,72.50687,True
Reader's Nest,schools,General Educational School,23.00825,72.50493,True
Navneet Tandon Classes,schools,Coaching & Entrance Institute,23.00885,72.50877,True
The Doctorpreneur Academy,schools,General Educational School,23.00871,72.50724,True
Nilesh Initiatives,schools,General Educational School,23.00885,72.51665,True
Cuemath,schools,General Educational School,23.00926,72.51124,True
Seiko Global Immigration,schools,General Educational School,23.00931,72.50687,True
Shanti Juniors,schools,General Educational School,23.00945,72.50699,True
Open Wings,schools,General Educational School,23.00948,72.50695,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.00951,72.5061,True
Training Infoline,schools,General Educational School,23.00947,72.50895,True
Rakhi's Classes,schools,Coaching & Entrance Institute,23.00947,72.50895,True
Victoria University India(VU India),schools,College & University,23.00987,72.50702,True
Global Colliance Overseas Education Private Limited,schools,General Educational School,23.00953,72.51096,True
Educatimatic Global,schools,General Educational School,23.0095,72.52216,True
You Can Change Institute Ahmadabad,schools,General Educational School,23.01031,72.52432,True
Sadhna Institute of Education,schools,General Educational School,23.01024,72.52795,True
Chamundakrupa Gas Service,schools,General Educational School,23.01041,72.52866,True
Shyamal Shakti School,schools,Secondary & High School,23.01036,72.5331,True
Bulls Edge Academy,schools,General Educational School,23.01039,72.52289,True
Pahal Learning Centre,schools,General Educational School,23.01048,72.51754,True
Future Tots Sciencecity,schools,General Educational School,23.01022,72.50511,True
IntelOps by Soham Learning,schools,General Educational School,23.01045,72.5057,True
Study Isle,schools,General Educational School,23.0104,72.50564,True
My School of Finance,schools,Secondary & High School,23.01063,72.5057,True
D Vivid Consultant,schools,General Educational School,23.01054,72.50577,True
LML School,schools,Secondary & High School,23.00967,72.4779,True
A-Plus Exclusive Coaching,schools,Coaching & Entrance Institute,23.01024,72.4726,True
Shanti Business School,schools,College & University,23.01009,72.45895,True
"Shikhar Institute, Shela",schools,General Educational School,23.01039,72.45571,True
Kidzee Shela,schools,General Educational School,23.00978,72.4604,True
PRIME TIME Overseas,schools,General Educational School,23.00949,72.46477,True
Shanti Juniors Preschool Shela,schools,Primary & Pre-School,23.00918,72.45802,True
nob_hair_salon_academy,schools,General Educational School,23.00914,72.4547,True
Shela Primary School,schools,Primary & Pre-School,23.00873,72.44266,True
Growing Seeds,schools,General Educational School,23.00796,72.45756,True
RH Kapadiya Sports Academy,schools,General Educational School,23.00792,72.48859,True
The Greens Nursery,schools,Primary & Pre-School,23.00793,72.49446,True
L. J. Institute of Computer Applications,schools,General Educational School,23.00792,72.5012,True
Chimanbhai Patel Institute,schools,General Educational School,23.00711,72.5014,True
IJC - Institute of Journalism and Communication,schools,General Educational School,23.00692,72.50151,True
Suramya Farm and Cricket Academy,schools,General Educational School,23.00697,72.48574,True
Olympian Sports Academy,schools,General Educational School,23.00783,72.48074,True
Nurtureland Preschool Shela,schools,Primary & Pre-School,23.00748,72.4531,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.00655,72.45543,True
Advait Gurukul,schools,General Educational School,23.00594,72.46599,True
Foster Kids Preschool Gujarat,schools,Primary & Pre-School,23.00576,72.45405,True
Grand 07 Tokyo,schools,General Educational School,23.00618,72.45449,True
Khyati Ninos - Bopal,schools,General Educational School,23.00506,72.45227,True
Divine Kids Pre-School,schools,Primary & Pre-School,23.0056,72.45425,True
"Shanti Asiatic School, Bopal",schools,Secondary & High School,23.0056,72.45425,True
Dholera Gurukul,schools,General Educational School,23.0056,72.50134,True
Cosmos Castle International School,schools,International School,23.00518,72.49347,True
Shivam Institute,schools,General Educational School,23.00529,72.53065,True
Sanskardham Shishumandir,schools,Primary & Pre-School,23.00538,72.52753,True
India Driving School,schools,Secondary & High School,23.00544,72.53389,True
Rainbow Play Group & Nursery,schools,Primary & Pre-School,23.00566,72.52948,True
Jivan Sadhana Vidhyalay,schools,General Educational School,23.00559,72.52757,True
Sharda Vidyalaya,schools,Secondary & High School,23.00606,72.53172,True
Vedant International Pre School,schools,International School,23.00604,72.53151,True
Pujara Institute,schools,General Educational School,23.00601,72.52981,True
Sharada Primary School,schools,Primary & Pre-School,23.00592,72.53087,True
Kavya Achievers Academy,schools,General Educational School,23.00592,72.52985,True
Krishna Sagar School,schools,Secondary & High School,23.00589,72.5289,True
Drama Studio by Shreta,schools,General Educational School,23.00575,72.50538,True
Edugo Abroad,schools,General Educational School,23.006,72.50509,True
Bajaj Finserv AMC Partner - Fund Nivesh,schools,General Educational School,23.0061,72.50663,True
Saraswati vidyalaya,schools,Secondary & High School,23.00634,72.50587,True
Royal Cricket Academy,schools,General Educational School,23.00661,72.50408,True
Cuemath,schools,General Educational School,23.00659,72.50638,True
Ananda Global School,schools,International School,23.00662,72.51808,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.00702,72.5123,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.00707,72.50443,True
Money Plant Trading Academy,schools,General Educational School,23.00722,72.50561,True
Cub's Den - The kids studio,schools,Primary & Pre-School,23.00749,72.50481,True
Edmission Consulting,schools,General Educational School,23.00769,72.50457,True
Global Network Institute,schools,General Educational School,23.00766,72.50456,True
Desire Cricket Academy,schools,General Educational School,23.00768,72.50455,True
Elevator Education,schools,General Educational School,23.00783,72.5068,True
Urmi Yoga Academy,schools,General Educational School,23.00753,72.5066,True
LJ Integrated MBA,schools,General Educational School,23.00753,72.5066,True
Flory Soccer Academy,schools,General Educational School,23.00753,72.5066,True
Xceptive Solutions LLP,schools,College & University,23.00753,72.5066,True
Perpetuity Education Pathways.,schools,General Educational School,23.00753,72.5066,True
LogicRays Academy,schools,General Educational School,23.00753,72.5066,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.0076,72.51092,True
Shri Hari Academy,schools,General Educational School,23.00757,72.51653,True
Humpty Dumpty Preschool,schools,Primary & Pre-School,23.00743,72.51593,True
Mahima Beauty Care & Academy,schools,General Educational School,23.00714,72.51962,True
Eklavya Group Tuition,schools,Coaching & Entrance Institute,23.0069,72.53161,True
prashant school,schools,Secondary & High School,23.00687,72.52885,True
Dhruv Vidhyalay,schools,General Educational School,23.00711,72.52282,True
RR Dwivedi School,schools,Secondary & High School,23.00701,72.51913,True
R R Trivedi Primary School,schools,Primary & Pre-School,23.00696,72.51885,True
The R H Kapadia New H Seo School,schools,Secondary & High School,23.00697,72.5227,True
SJS English Medium School,schools,Secondary & High School,23.00676,72.51936,True
Acharya Surendrasurishwarji Jain Tattvagyan Shala,schools,Secondary & High School,23.0071,72.5483,True
Science Day School,schools,Secondary & High School,23.00779,72.55168,True
Siddhi B.ed College,schools,College & University,23.00778,72.55182,True
Nimrose Music Academy,schools,General Educational School,23.00723,72.54825,True
Jack and Jill,schools,General Educational School,23.00719,72.55097,True
TechMate Computer Education,schools,General Educational School,23.00728,72.55839,True
Upnishad Science Institute,schools,General Educational School,23.00727,72.55874,True
Institute of Advanced Network Technology,schools,General Educational School,23.00728,72.55872,True
Upnishad Classes,schools,Coaching & Entrance Institute,23.00726,72.55815,True
jeet academy,schools,Coaching & Entrance Institute,23.00745,72.55774,True
Aegis Computers,schools,General Educational School,23.00754,72.55897,True
Cuemath,schools,General Educational School,23.0076,72.56343,True
Little Flower School,schools,Primary & Pre-School,23.0069,72.55473,True
Shree V R Shah Adarsh Memory Primary School,schools,Primary & Pre-School,23.00686,72.5544,True
Universal classes,schools,Coaching & Entrance Institute,23.00672,72.55761,True
Muthoot FinCorp Gold Loan,schools,General Educational School,23.00672,72.55703,True
Suhani Nursing Institute,schools,General Educational School,23.00665,72.55685,True
BYJU'S Tuition Centre - Paldi,schools,Coaching & Entrance Institute,23.00652,72.55672,True
Sura Academy Institute,schools,General Educational School,23.00644,72.55695,True
Darshan Sir's Academy of Learning,schools,General Educational School,23.00647,72.55725,True
Jai-Vir Furniture,schools,General Educational School,23.0067,72.56274,True
Creators Institute of Self Management,schools,General Educational School,23.00586,72.55559,True
Parasmani tutorials - Best tuition classes in paldi,schools,Coaching & Entrance Institute,23.00595,72.55559,True
Rigveda Music,schools,General Educational School,23.00602,72.55572,True
